gene_id	length
TRINITY_DN22330_c2_g1	1778
TRINITY_DN24210_c3_g2	3420
TRINITY_DN38218_c0_g1	289
TRINITY_DN24210_c3_g8	674
TRINITY_DN20377_c2_g1	1071
TRINITY_DN45295_c0_g1	273
TRINITY_DN19152_c4_g1	208
TRINITY_DN23848_c2_g1	319
TRINITY_DN44240_c0_g1	211
TRINITY_DN17244_c5_g1	271
TRINITY_DN22795_c6_g1	221
TRINITY_DN17310_c4_g1	202
TRINITY_DN21721_c3_g1	9643
TRINITY_DN18194_c2_g12	526
TRINITY_DN3625_c0_g1	2391
TRINITY_DN19393_c2_g1	2009
TRINITY_DN43230_c0_g1	291
TRINITY_DN16794_c8_g1	232
TRINITY_DN18758_c4_g1	424
TRINITY_DN18376_c2_g1	744
TRINITY_DN20061_c7_g1	320
TRINITY_DN20804_c2_g12	244
TRINITY_DN20955_c6_g4	428
TRINITY_DN21083_c6_g3	948
TRINITY_DN21083_c6_g2	873
TRINITY_DN21083_c6_g1	4192
TRINITY_DN20955_c6_g5	212
TRINITY_DN20804_c2_g10	668
TRINITY_DN46959_c0_g1	291
TRINITY_DN45941_c0_g1	510
TRINITY_DN23546_c0_g5	354
TRINITY_DN23546_c0_g4	1237
TRINITY_DN14924_c0_g1	2682
TRINITY_DN22997_c2_g1	267
TRINITY_DN23546_c0_g1	5095
TRINITY_DN20562_c0_g1	277
TRINITY_DN16804_c10_g4	210
TRINITY_DN16804_c10_g5	423
TRINITY_DN25718_c0_g1	1344
TRINITY_DN16804_c10_g1	266
TRINITY_DN16804_c10_g2	209
TRINITY_DN16804_c10_g3	358
TRINITY_DN19508_c2_g3	814
TRINITY_DN17261_c8_g1	307
TRINITY_DN34503_c0_g1	325
TRINITY_DN18223_c2_g1	2114
TRINITY_DN21469_c3_g4	2422
TRINITY_DN24459_c1_g1	616
TRINITY_DN24486_c14_g1	2775
TRINITY_DN23583_c0_g1	533
TRINITY_DN19459_c2_g1	2989
TRINITY_DN18760_c3_g7	1796
TRINITY_DN18760_c3_g4	1754
TRINITY_DN19459_c2_g2	213
TRINITY_DN27302_c0_g1	981
TRINITY_DN18760_c3_g3	312
TRINITY_DN18760_c3_g1	2586
TRINITY_DN23954_c2_g4	2227
TRINITY_DN23821_c1_g1	477
TRINITY_DN35215_c0_g1	293
TRINITY_DN49066_c0_g1	259
TRINITY_DN18230_c2_g1	641
TRINITY_DN54787_c0_g1	322
TRINITY_DN50288_c0_g1	240
TRINITY_DN50926_c0_g1	604
TRINITY_DN24741_c1_g1	404
TRINITY_DN18090_c6_g2	340
TRINITY_DN54848_c0_g1	412
TRINITY_DN22293_c6_g1	478
TRINITY_DN20120_c1_g2	794
TRINITY_DN8707_c0_g1	578
TRINITY_DN3245_c0_g1	203
TRINITY_DN24882_c4_g1	351
TRINITY_DN23954_c2_g3	4300
TRINITY_DN19546_c2_g2	2931
TRINITY_DN42172_c0_g1	359
TRINITY_DN36098_c0_g1	406
TRINITY_DN45007_c0_g1	421
TRINITY_DN23842_c0_g1	700
TRINITY_DN22838_c1_g1	1212
TRINITY_DN21469_c3_g7	347
TRINITY_DN18900_c6_g1	314
TRINITY_DN19432_c3_g2	782
TRINITY_DN19432_c3_g1	2402
TRINITY_DN21171_c1_g3	1375
TRINITY_DN19997_c5_g3	315
TRINITY_DN19997_c5_g2	3607
TRINITY_DN19997_c5_g1	239
TRINITY_DN18875_c3_g1	320
TRINITY_DN19997_c5_g4	811
TRINITY_DN21832_c2_g7	398
TRINITY_DN21832_c2_g6	334
TRINITY_DN21832_c2_g5	204
TRINITY_DN21832_c2_g4	2622
TRINITY_DN45298_c0_g1	296
TRINITY_DN21832_c2_g2	243
TRINITY_DN21832_c2_g1	2140
TRINITY_DN19962_c3_g1	3934
TRINITY_DN22436_c3_g4	2514
TRINITY_DN19962_c3_g3	251
TRINITY_DN19962_c3_g2	1689
TRINITY_DN19962_c3_g5	728
TRINITY_DN19962_c3_g4	278
TRINITY_DN19962_c3_g7	567
TRINITY_DN19962_c3_g6	441
TRINITY_DN10555_c0_g1	280
TRINITY_DN52923_c0_g1	495
TRINITY_DN25061_c2_g3	247
TRINITY_DN20745_c2_g9	567
TRINITY_DN20745_c2_g8	701
TRINITY_DN20745_c2_g5	3175
TRINITY_DN18949_c12_g1	284
TRINITY_DN20745_c2_g7	585
TRINITY_DN20745_c2_g6	433
TRINITY_DN20745_c2_g1	315
TRINITY_DN20745_c2_g3	390
TRINITY_DN20745_c2_g2	2298
TRINITY_DN26649_c0_g1	374
TRINITY_DN21235_c7_g4	2903
TRINITY_DN19591_c2_g5	211
TRINITY_DN21544_c6_g1	297
TRINITY_DN4026_c0_g1	305
TRINITY_DN22915_c2_g2	204
TRINITY_DN22915_c2_g1	1151
TRINITY_DN25179_c8_g1	253
TRINITY_DN11188_c0_g1	1074
TRINITY_DN19255_c2_g2	3939
TRINITY_DN23200_c6_g2	1671
TRINITY_DN43372_c0_g1	697
TRINITY_DN6885_c0_g1	214
TRINITY_DN19441_c2_g2	262
TRINITY_DN19441_c2_g3	281
TRINITY_DN19441_c2_g1	4900
TRINITY_DN17412_c9_g1	335
TRINITY_DN17412_c9_g3	641
TRINITY_DN20818_c0_g1	425
TRINITY_DN20239_c2_g1	280
TRINITY_DN17412_c9_g4	550
TRINITY_DN16643_c2_g1	209
TRINITY_DN32480_c0_g1	220
TRINITY_DN9455_c0_g1	275
TRINITY_DN17382_c8_g1	230
TRINITY_DN7460_c0_g1	215
TRINITY_DN34388_c0_g1	217
TRINITY_DN17128_c1_g2	275
TRINITY_DN41834_c0_g1	226
TRINITY_DN19493_c1_g1	424
TRINITY_DN12597_c0_g1	435
TRINITY_DN23667_c0_g6	272
TRINITY_DN23667_c0_g5	416
TRINITY_DN23667_c0_g4	2307
TRINITY_DN23667_c0_g3	1752
TRINITY_DN23667_c0_g2	4763
TRINITY_DN51774_c0_g1	201
TRINITY_DN17850_c0_g1	284
TRINITY_DN22272_c1_g4	368
TRINITY_DN19613_c4_g4	249
TRINITY_DN19613_c4_g3	312
TRINITY_DN16678_c1_g1	1235
TRINITY_DN23667_c0_g9	2613
TRINITY_DN23667_c0_g8	235
TRINITY_DN16484_c3_g1	2680
TRINITY_DN51805_c0_g1	429
TRINITY_DN47261_c0_g1	364
TRINITY_DN17850_c0_g3	1206
TRINITY_DN43139_c0_g1	247
TRINITY_DN19191_c0_g1	880
TRINITY_DN45057_c0_g1	373
TRINITY_DN15471_c0_g1	1210
TRINITY_DN19789_c5_g1	204
TRINITY_DN19611_c3_g1	207
TRINITY_DN32826_c0_g1	711
TRINITY_DN44544_c0_g1	343
TRINITY_DN19210_c1_g2	548
TRINITY_DN19210_c1_g1	1115
TRINITY_DN34047_c0_g1	279
TRINITY_DN41200_c0_g1	224
TRINITY_DN19913_c4_g1	885
TRINITY_DN17166_c2_g1	3002
TRINITY_DN17310_c3_g1	241
TRINITY_DN22644_c5_g2	1868
TRINITY_DN21521_c4_g1	254
TRINITY_DN22644_c5_g1	3502
TRINITY_DN13187_c0_g1	1061
TRINITY_DN24037_c0_g2	609
TRINITY_DN19059_c4_g1	227
TRINITY_DN22186_c3_g1	223
TRINITY_DN19558_c0_g1	2893
TRINITY_DN17222_c15_g1	219
TRINITY_DN4570_c0_g1	722
TRINITY_DN22494_c4_g4	252
TRINITY_DN21197_c1_g4	2178
TRINITY_DN20367_c2_g2	284
TRINITY_DN22494_c4_g1	307
TRINITY_DN22494_c4_g2	251
TRINITY_DN21197_c1_g5	550
TRINITY_DN17166_c2_g2	3143
TRINITY_DN43475_c0_g1	251
TRINITY_DN25594_c2_g2	498
TRINITY_DN21197_c1_g6	534
TRINITY_DN49186_c0_g1	236
TRINITY_DN25594_c2_g1	354
TRINITY_DN34986_c0_g1	223
TRINITY_DN21197_c1_g7	303
TRINITY_DN30250_c0_g1	254
TRINITY_DN17679_c7_g1	202
TRINITY_DN13597_c0_g1	1366
TRINITY_DN38628_c0_g1	487
TRINITY_DN21303_c0_g3	867
TRINITY_DN21197_c1_g1	5985
TRINITY_DN38351_c0_g1	312
TRINITY_DN42449_c0_g1	233
TRINITY_DN19593_c4_g4	478
TRINITY_DN18188_c7_g1	260
TRINITY_DN17083_c6_g2	323
TRINITY_DN45556_c0_g1	215
TRINITY_DN17083_c6_g1	752
TRINITY_DN17083_c6_g4	302
TRINITY_DN17083_c6_g5	597
TRINITY_DN20007_c2_g1	5127
TRINITY_DN20007_c2_g2	204
TRINITY_DN20007_c2_g3	531
TRINITY_DN17638_c2_g2	1234
TRINITY_DN17638_c2_g3	1119
TRINITY_DN17638_c2_g1	795
TRINITY_DN19270_c1_g1	582
TRINITY_DN19569_c4_g1	294
TRINITY_DN15220_c0_g1	1990
TRINITY_DN22786_c1_g4	334
TRINITY_DN18536_c0_g1	1075
TRINITY_DN52613_c0_g1	243
TRINITY_DN20085_c4_g1	1416
TRINITY_DN45937_c0_g1	418
TRINITY_DN22185_c0_g1	1376
TRINITY_DN22492_c1_g7	299
TRINITY_DN29780_c0_g1	219
TRINITY_DN9936_c0_g1	821
TRINITY_DN20059_c2_g5	319
TRINITY_DN4598_c0_g1	1341
TRINITY_DN17620_c12_g1	239
TRINITY_DN20854_c5_g1	426
TRINITY_DN31550_c0_g1	257
TRINITY_DN25927_c0_g1	311
TRINITY_DN39341_c0_g1	886
TRINITY_DN33690_c0_g1	222
TRINITY_DN16594_c8_g2	318
TRINITY_DN16594_c8_g3	750
TRINITY_DN7220_c0_g1	422
TRINITY_DN16594_c8_g1	3442
TRINITY_DN13276_c0_g1	2358
TRINITY_DN311_c0_g1	264
TRINITY_DN51327_c0_g1	240
TRINITY_DN20213_c4_g3	597
TRINITY_DN20213_c4_g2	2035
TRINITY_DN3844_c0_g1	447
TRINITY_DN20213_c4_g7	355
TRINITY_DN20213_c4_g6	216
TRINITY_DN20213_c4_g5	203
TRINITY_DN20213_c4_g4	2350
TRINITY_DN11214_c0_g1	1339
TRINITY_DN42301_c0_g1	293
TRINITY_DN20059_c2_g2	485
TRINITY_DN31011_c0_g1	229
TRINITY_DN18159_c0_g8	236
TRINITY_DN9102_c0_g1	302
TRINITY_DN37236_c0_g1	266
TRINITY_DN18159_c0_g1	1283
TRINITY_DN39514_c0_g1	873
TRINITY_DN48905_c0_g1	294
TRINITY_DN21864_c6_g1	353
TRINITY_DN18159_c0_g5	668
TRINITY_DN18159_c0_g4	1237
TRINITY_DN17088_c4_g1	6851
TRINITY_DN18159_c0_g6	433
TRINITY_DN18607_c2_g1	1424
TRINITY_DN22461_c2_g6	252
TRINITY_DN18607_c2_g3	1460
TRINITY_DN18607_c2_g2	2472
TRINITY_DN36766_c0_g1	399
TRINITY_DN18607_c2_g4	1021
TRINITY_DN22924_c1_g1	518
TRINITY_DN23495_c0_g1	221
TRINITY_DN45780_c0_g1	270
TRINITY_DN25608_c3_g2	2897
TRINITY_DN1179_c0_g1	310
TRINITY_DN18389_c1_g1	1462
TRINITY_DN25463_c0_g2	1773
TRINITY_DN22461_c2_g5	633
TRINITY_DN25463_c0_g1	1071
TRINITY_DN41966_c0_g1	306
TRINITY_DN20002_c5_g3	1997
TRINITY_DN22391_c0_g1	806
TRINITY_DN36312_c0_g1	236
TRINITY_DN20054_c14_g4	317
TRINITY_DN24258_c2_g3	977
TRINITY_DN18209_c2_g1	352
TRINITY_DN24258_c2_g1	2198
TRINITY_DN43095_c0_g1	1283
TRINITY_DN18938_c3_g1	214
TRINITY_DN22461_c2_g1	220
TRINITY_DN9826_c0_g1	233
TRINITY_DN40577_c0_g1	370
TRINITY_DN30125_c0_g1	424
TRINITY_DN24406_c2_g2	1275
TRINITY_DN38434_c0_g1	227
TRINITY_DN894_c0_g1	273
TRINITY_DN24720_c6_g2	214
TRINITY_DN26103_c0_g1	240
TRINITY_DN24102_c1_g1	1850
TRINITY_DN10745_c0_g1	240
TRINITY_DN10745_c0_g2	304
TRINITY_DN17400_c1_g1	554
TRINITY_DN13780_c0_g1	1075
TRINITY_DN17769_c0_g1	619
TRINITY_DN43254_c0_g1	341
TRINITY_DN12122_c0_g1	711
TRINITY_DN20962_c6_g6	785
TRINITY_DN25388_c3_g1	1201
TRINITY_DN23354_c1_g1	214
TRINITY_DN20962_c6_g5	391
TRINITY_DN20962_c6_g2	1303
TRINITY_DN20962_c6_g3	713
TRINITY_DN20962_c6_g1	1414
TRINITY_DN1945_c0_g1	356
TRINITY_DN24699_c1_g1	713
TRINITY_DN22928_c2_g2	1370
TRINITY_DN22928_c2_g3	540
TRINITY_DN18768_c3_g4	416
TRINITY_DN22928_c2_g1	2197
TRINITY_DN22928_c2_g6	280
TRINITY_DN18768_c3_g3	205
TRINITY_DN22928_c2_g4	238
TRINITY_DN25329_c6_g1	1363
TRINITY_DN49211_c0_g1	243
TRINITY_DN20320_c2_g1	226
TRINITY_DN25329_c6_g2	1291
TRINITY_DN10085_c0_g1	2416
TRINITY_DN34431_c0_g1	260
TRINITY_DN24672_c5_g1	245
TRINITY_DN36380_c0_g1	218
TRINITY_DN32313_c0_g1	311
TRINITY_DN20905_c0_g1	964
TRINITY_DN17333_c0_g1	511
TRINITY_DN15944_c0_g1	3870
TRINITY_DN20615_c2_g1	528
TRINITY_DN18275_c4_g1	286
TRINITY_DN17460_c4_g1	322
TRINITY_DN21992_c2_g1	479
TRINITY_DN17460_c4_g2	225
TRINITY_DN24987_c6_g1	339
TRINITY_DN23727_c2_g2	5154
TRINITY_DN20776_c4_g2	1761
TRINITY_DN22804_c2_g1	835
TRINITY_DN18953_c5_g8	237
TRINITY_DN24720_c6_g1	4677
TRINITY_DN48297_c0_g1	272
TRINITY_DN45409_c0_g1	290
TRINITY_DN22515_c1_g1	202
TRINITY_DN48912_c0_g1	231
TRINITY_DN19529_c3_g1	420
TRINITY_DN24339_c1_g1	3542
TRINITY_DN24339_c1_g3	292
TRINITY_DN31669_c0_g1	315
TRINITY_DN18020_c6_g2	419
TRINITY_DN18020_c6_g3	217
TRINITY_DN18020_c6_g1	3005
TRINITY_DN20885_c7_g10	254
TRINITY_DN13754_c0_g1	1427
TRINITY_DN54776_c0_g1	312
TRINITY_DN18536_c1_g3	912
TRINITY_DN18536_c1_g2	507
TRINITY_DN18606_c3_g1	2018
TRINITY_DN18536_c1_g7	1085
TRINITY_DN18536_c1_g6	205
TRINITY_DN18536_c1_g5	1124
TRINITY_DN18536_c1_g4	528
TRINITY_DN49052_c0_g1	267
TRINITY_DN18536_c1_g9	1300
TRINITY_DN18536_c1_g8	966
TRINITY_DN22072_c8_g1	345
TRINITY_DN9053_c0_g1	331
TRINITY_DN8604_c0_g1	266
TRINITY_DN1816_c0_g1	442
TRINITY_DN18948_c1_g1	2290
TRINITY_DN18948_c1_g2	1335
TRINITY_DN6026_c0_g1	456
TRINITY_DN23568_c0_g1	744
TRINITY_DN32769_c0_g1	296
TRINITY_DN9405_c0_g1	371
TRINITY_DN9405_c0_g2	293
TRINITY_DN49565_c0_g1	432
TRINITY_DN17742_c4_g1	2148
TRINITY_DN16709_c0_g2	3044
TRINITY_DN23906_c2_g1	4303
TRINITY_DN16709_c0_g1	3044
TRINITY_DN18953_c5_g5	3331
TRINITY_DN14370_c0_g1	1896
TRINITY_DN18013_c0_g1	213
TRINITY_DN17732_c0_g1	752
TRINITY_DN45637_c0_g1	416
TRINITY_DN45306_c0_g1	207
TRINITY_DN23691_c2_g3	5036
TRINITY_DN23691_c2_g1	4583
TRINITY_DN23691_c2_g4	730
TRINITY_DN20293_c2_g5	263
TRINITY_DN20293_c2_g4	255
TRINITY_DN20586_c1_g3	863
TRINITY_DN20586_c1_g2	5498
TRINITY_DN20293_c2_g1	3012
TRINITY_DN20298_c0_g1	925
TRINITY_DN20345_c4_g1	379
TRINITY_DN20293_c2_g2	282
TRINITY_DN20364_c3_g4	1298
TRINITY_DN55225_c0_g1	256
TRINITY_DN16792_c4_g1	501
TRINITY_DN22515_c14_g1	239
TRINITY_DN44301_c0_g1	218
TRINITY_DN38801_c0_g1	235
TRINITY_DN30316_c0_g1	319
TRINITY_DN22764_c2_g1	479
TRINITY_DN19794_c6_g1	353
TRINITY_DN17339_c8_g1	441
TRINITY_DN37746_c0_g1	283
TRINITY_DN19254_c2_g1	2743
TRINITY_DN37509_c0_g1	223
TRINITY_DN19823_c9_g2	219
TRINITY_DN19823_c9_g1	1334
TRINITY_DN9627_c0_g1	635
TRINITY_DN19900_c3_g1	1592
TRINITY_DN19823_c9_g6	211
TRINITY_DN19823_c9_g5	728
TRINITY_DN19823_c9_g4	236
TRINITY_DN17990_c0_g1	222
TRINITY_DN19823_c9_g9	205
TRINITY_DN19823_c9_g8	324
TRINITY_DN40330_c0_g1	363
TRINITY_DN49487_c0_g1	457
TRINITY_DN18241_c1_g6	700
TRINITY_DN18241_c1_g7	211
TRINITY_DN18241_c1_g4	515
TRINITY_DN18241_c1_g5	201
TRINITY_DN23871_c7_g1	324
TRINITY_DN18241_c1_g3	261
TRINITY_DN23435_c1_g1	1657
TRINITY_DN18241_c1_g1	406
TRINITY_DN6609_c0_g1	598
TRINITY_DN17172_c8_g1	605
TRINITY_DN18241_c1_g8	416
TRINITY_DN21551_c1_g6	3052
TRINITY_DN54231_c0_g1	263
TRINITY_DN21551_c1_g4	688
TRINITY_DN21551_c1_g5	1099
TRINITY_DN21551_c1_g2	1307
TRINITY_DN21551_c1_g3	572
TRINITY_DN49659_c0_g1	243
TRINITY_DN21551_c1_g1	2214
TRINITY_DN21750_c1_g1	1061
TRINITY_DN29654_c0_g1	250
TRINITY_DN21750_c1_g3	1310
TRINITY_DN21750_c1_g2	8198
TRINITY_DN21750_c1_g5	2518
TRINITY_DN13084_c0_g1	3201
TRINITY_DN21551_c1_g8	760
TRINITY_DN21551_c1_g9	210
TRINITY_DN32254_c0_g1	389
TRINITY_DN33378_c0_g1	372
TRINITY_DN15102_c0_g1	2097
TRINITY_DN47371_c0_g1	251
TRINITY_DN19681_c3_g6	273
TRINITY_DN18011_c4_g1	998
TRINITY_DN24868_c0_g1	230
TRINITY_DN20119_c2_g1	435
TRINITY_DN20119_c2_g2	820
TRINITY_DN20119_c2_g3	211
TRINITY_DN18227_c3_g8	252
TRINITY_DN18227_c3_g9	293
TRINITY_DN22073_c3_g2	2554
TRINITY_DN38565_c0_g1	276
TRINITY_DN21121_c7_g1	383
TRINITY_DN22073_c3_g5	263
TRINITY_DN22073_c3_g6	322
TRINITY_DN24718_c1_g2	558
TRINITY_DN10532_c0_g1	227
TRINITY_DN18227_c3_g2	283
TRINITY_DN18227_c3_g3	650
TRINITY_DN18227_c3_g4	1292
TRINITY_DN18227_c3_g5	400
TRINITY_DN18227_c3_g6	1441
TRINITY_DN18227_c3_g7	965
TRINITY_DN22245_c3_g1	279
TRINITY_DN25302_c1_g1	419
TRINITY_DN9767_c0_g1	294
TRINITY_DN40690_c0_g1	318
TRINITY_DN25302_c1_g4	1063
TRINITY_DN22487_c3_g1	397
TRINITY_DN42309_c0_g1	277
TRINITY_DN25353_c1_g1	354
TRINITY_DN9868_c0_g2	261
TRINITY_DN9868_c0_g1	466
TRINITY_DN23795_c0_g1	591
TRINITY_DN21172_c5_g1	262
TRINITY_DN23533_c0_g2	3369
TRINITY_DN28638_c0_g1	299
TRINITY_DN23533_c0_g1	2186
TRINITY_DN25998_c0_g1	473
TRINITY_DN9239_c0_g1	245
TRINITY_DN40588_c0_g1	218
TRINITY_DN20105_c5_g1	1649
TRINITY_DN23047_c1_g8	1324
TRINITY_DN18558_c1_g1	4527
TRINITY_DN21563_c1_g8	625
TRINITY_DN14718_c0_g2	303
TRINITY_DN14718_c0_g1	2837
TRINITY_DN20281_c4_g2	551
TRINITY_DN24045_c0_g1	2564
TRINITY_DN20281_c4_g1	3499
TRINITY_DN10735_c0_g1	242
TRINITY_DN21202_c3_g1	3289
TRINITY_DN21563_c1_g5	525
TRINITY_DN21563_c1_g4	1203
TRINITY_DN7543_c0_g1	523
TRINITY_DN21563_c1_g7	222
TRINITY_DN20822_c2_g1	4380
TRINITY_DN25739_c0_g1	368
TRINITY_DN21337_c1_g1	453
TRINITY_DN21563_c1_g6	1100
TRINITY_DN23942_c10_g1	593
TRINITY_DN28645_c0_g1	406
TRINITY_DN25374_c0_g1	482
TRINITY_DN20873_c0_g1	1945
TRINITY_DN17195_c1_g3	327
TRINITY_DN15909_c0_g1	1598
TRINITY_DN21563_c1_g3	356
TRINITY_DN19681_c3_g1	2638
TRINITY_DN20785_c2_g1	3434
TRINITY_DN22745_c11_g1	408
TRINITY_DN20785_c2_g3	1205
TRINITY_DN20785_c2_g2	2890
TRINITY_DN20785_c2_g5	430
TRINITY_DN20785_c2_g4	451
TRINITY_DN30744_c0_g1	266
TRINITY_DN19928_c4_g1	463
TRINITY_DN40601_c0_g1	233
TRINITY_DN32250_c0_g1	404
TRINITY_DN10909_c0_g1	319
TRINITY_DN16864_c0_g2	631
TRINITY_DN16864_c0_g3	1796
TRINITY_DN26611_c0_g1	299
TRINITY_DN16864_c0_g1	1555
TRINITY_DN16704_c0_g2	3083
TRINITY_DN16704_c0_g1	3025
TRINITY_DN25511_c3_g1	254
TRINITY_DN19882_c3_g1	2371
TRINITY_DN36088_c0_g1	208
TRINITY_DN24635_c7_g6	645
TRINITY_DN24635_c7_g7	290
TRINITY_DN24635_c7_g4	395
TRINITY_DN24635_c7_g5	427
TRINITY_DN24635_c7_g2	1313
TRINITY_DN24635_c7_g3	221
TRINITY_DN15751_c0_g2	3330
TRINITY_DN24635_c7_g1	2274
TRINITY_DN21686_c3_g3	2451
TRINITY_DN21686_c3_g2	234
TRINITY_DN21686_c3_g1	4769
TRINITY_DN34236_c0_g1	500
TRINITY_DN21686_c3_g4	635
TRINITY_DN47652_c0_g1	311
TRINITY_DN24619_c1_g2	2372
TRINITY_DN11351_c0_g1	204
TRINITY_DN1399_c0_g1	461
TRINITY_DN13327_c0_g1	329
TRINITY_DN43221_c0_g1	268
TRINITY_DN24941_c3_g1	219
TRINITY_DN21529_c3_g4	1800
TRINITY_DN20692_c4_g4	611
TRINITY_DN33964_c0_g1	325
TRINITY_DN21529_c3_g1	852
TRINITY_DN21529_c3_g3	202
TRINITY_DN21529_c3_g2	1561
TRINITY_DN19409_c3_g1	216
TRINITY_DN29310_c0_g1	525
TRINITY_DN19413_c3_g1	206
TRINITY_DN19457_c5_g1	208
TRINITY_DN43681_c0_g1	398
TRINITY_DN37953_c0_g1	259
TRINITY_DN32997_c0_g1	305
TRINITY_DN24676_c3_g1	291
TRINITY_DN41176_c0_g1	254
TRINITY_DN20898_c2_g1	1149
TRINITY_DN53974_c0_g1	209
TRINITY_DN20898_c2_g3	1619
TRINITY_DN41975_c0_g1	204
TRINITY_DN24649_c4_g1	221
TRINITY_DN50951_c0_g1	278
TRINITY_DN18067_c1_g1	653
TRINITY_DN34968_c0_g1	206
TRINITY_DN32831_c0_g1	244
TRINITY_DN22250_c3_g2	2430
TRINITY_DN28510_c0_g1	230
TRINITY_DN17271_c3_g3	1737
TRINITY_DN53886_c0_g1	359
TRINITY_DN25515_c6_g1	212
TRINITY_DN5748_c0_g1	401
TRINITY_DN17171_c5_g1	526
TRINITY_DN13505_c0_g1	2058
TRINITY_DN19832_c0_g1	213
TRINITY_DN24199_c2_g1	931
TRINITY_DN30571_c0_g1	434
TRINITY_DN21678_c9_g2	597
TRINITY_DN23542_c0_g1	339
TRINITY_DN14509_c0_g1	2076
TRINITY_DN22279_c4_g1	435
TRINITY_DN16523_c2_g3	852
TRINITY_DN48235_c0_g1	299
TRINITY_DN17371_c4_g1	3836
TRINITY_DN18246_c11_g1	283
TRINITY_DN25811_c0_g1	670
TRINITY_DN39787_c0_g1	357
TRINITY_DN21659_c1_g10	495
TRINITY_DN44253_c0_g1	270
TRINITY_DN21678_c9_g1	299
TRINITY_DN20206_c2_g2	360
TRINITY_DN20206_c2_g1	1035
TRINITY_DN25397_c2_g2	1926
TRINITY_DN19525_c5_g1	1078
TRINITY_DN17537_c0_g1	1231
TRINITY_DN25381_c4_g1	215
TRINITY_DN25945_c0_g1	266
TRINITY_DN13565_c0_g1	469
TRINITY_DN27937_c0_g1	243
TRINITY_DN17529_c2_g2	556
TRINITY_DN17529_c2_g1	343
TRINITY_DN17108_c6_g1	204
TRINITY_DN23573_c0_g1	378
TRINITY_DN20370_c3_g1	379
TRINITY_DN2071_c0_g1	530
TRINITY_DN30861_c0_g1	205
TRINITY_DN23873_c3_g7	412
TRINITY_DN23873_c3_g6	286
TRINITY_DN23873_c3_g5	882
TRINITY_DN23873_c3_g4	2082
TRINITY_DN23873_c3_g3	520
TRINITY_DN23873_c3_g2	2250
TRINITY_DN23873_c3_g1	4017
TRINITY_DN20364_c3_g1	217
TRINITY_DN20852_c1_g1	1703
TRINITY_DN13299_c0_g1	206
TRINITY_DN15964_c0_g1	1384
TRINITY_DN23124_c9_g1	223
TRINITY_DN22584_c0_g1	254
TRINITY_DN5957_c0_g1	641
TRINITY_DN27827_c0_g1	273
TRINITY_DN44000_c0_g1	216
TRINITY_DN6358_c0_g1	233
TRINITY_DN20566_c2_g1	427
TRINITY_DN3148_c0_g1	203
TRINITY_DN12256_c0_g2	461
TRINITY_DN19597_c5_g5	544
TRINITY_DN34958_c0_g1	231
TRINITY_DN19597_c5_g3	272
TRINITY_DN19597_c5_g2	1080
TRINITY_DN19597_c5_g1	495
TRINITY_DN21481_c1_g1	2802
TRINITY_DN20360_c2_g2	610
TRINITY_DN20360_c2_g3	762
TRINITY_DN20360_c2_g1	1377
TRINITY_DN25109_c9_g1	206
TRINITY_DN23958_c3_g1	1688
TRINITY_DN9282_c0_g1	218
TRINITY_DN24720_c5_g1	850
TRINITY_DN21799_c2_g1	234
TRINITY_DN13229_c1_g1	749
TRINITY_DN40360_c0_g1	215
TRINITY_DN21836_c2_g3	213
TRINITY_DN21836_c2_g2	311
TRINITY_DN21836_c2_g1	744
TRINITY_DN35845_c0_g1	275
TRINITY_DN18741_c6_g10	365
TRINITY_DN17396_c6_g2	1428
TRINITY_DN33110_c0_g1	370
TRINITY_DN18741_c6_g13	486
TRINITY_DN22625_c0_g1	215
TRINITY_DN19858_c8_g1	227
TRINITY_DN22215_c2_g1	3513
TRINITY_DN3448_c0_g1	591
TRINITY_DN23929_c3_g13	262
TRINITY_DN17870_c11_g1	3282
TRINITY_DN24665_c0_g1	2019
TRINITY_DN22726_c3_g2	3336
TRINITY_DN21109_c1_g1	932
TRINITY_DN21250_c0_g4	312
TRINITY_DN23929_c3_g11	1575
TRINITY_DN7071_c0_g1	845
TRINITY_DN52398_c0_g1	323
TRINITY_DN19490_c10_g2	1798
TRINITY_DN19490_c10_g3	782
TRINITY_DN19035_c2_g5	326
TRINITY_DN19490_c10_g1	2334
TRINITY_DN19035_c2_g3	351
TRINITY_DN21109_c1_g3	1369
TRINITY_DN19490_c10_g4	2415
TRINITY_DN19490_c10_g5	407
TRINITY_DN25364_c1_g4	677
TRINITY_DN25364_c1_g5	1282
TRINITY_DN25364_c1_g6	246
TRINITY_DN25364_c1_g1	9029
TRINITY_DN25364_c1_g2	744
TRINITY_DN25364_c1_g3	1194
TRINITY_DN30614_c0_g1	326
TRINITY_DN17891_c5_g1	1040
TRINITY_DN24180_c0_g1	3482
TRINITY_DN24180_c0_g2	2393
TRINITY_DN24180_c0_g3	1565
TRINITY_DN4894_c0_g1	551
TRINITY_DN53908_c0_g1	297
TRINITY_DN17608_c7_g1	212
TRINITY_DN19006_c0_g1	796
TRINITY_DN35547_c0_g1	285
TRINITY_DN38131_c0_g1	859
TRINITY_DN30368_c0_g1	219
TRINITY_DN18402_c9_g1	524
TRINITY_DN12743_c0_g1	458
TRINITY_DN18361_c1_g1	204
TRINITY_DN17333_c16_g1	223
